beneficiary_id,age,annual_income,family_size,land_holding_ac,scheme_amount,claims_per_year,distance_km,bank_txn_count,duplicate_aadhaar,ghost_beneficiary,is_fraud,scheme_type,state,scheme_type_enc,state_enc,income_per_member,claim_to_income,suspicious_score,aadhaar_id,flag_high_income,flag_excess_claims,flag_invalid_age,flag_high_amount,flag_no_txn,flag_ghost,flag_dup_aadhaar,total_flags,risk_level
9110,116,582804.3956489789,2,11.842753709561793,53931.9095992873,18,1.2258635735128116,0,1,1,1,PM-KISAN,Tamil Nadu,1,5,194268.13188299295,0.09253845280418482,4,138535,1,1,1,1,1,1,1,7,HIGH RISK
8924,114,648290.4177316595,2,12.108892394221812,34722.49373740659,18,0.08164020594956356,1,1,0,1,Scholarship,UP,4,6,216096.80591055317,0.05356000833529299,3,167361,1,1,1,1,1,0,1,6,HIGH RISK
9876,118,647755.8659079338,2,14.713993497224156,45135.335424518424,11,1.3621385199337892,1,1,1,1,Scholarship,Maharashtra,4,3,215918.62196931127,0.06967943961698361,4,142978,1,1,1,1,1,1,1,7,HIGH RISK
9583,107,450203.8270425411,2,13.329716168222829,27112.509825722187,6,1.847961598456369,1,1,1,1,Scholarship,Bihar,4,0,150067.94234751372,0.06022261023682949,2,110816,0,0,1,0,1,1,1,4,HIGH RISK
8929,61,648410.2536771173,1,11.979232977279036,63204.01596583729,6,1.8549494889912168,0,1,0,1,MGNREGS,Gujarat,0,1,324205.12683855864,0.097475198968879,1,124278,1,0,0,1,1,0,1,4,HIGH RISK
9557,62,567574.6827299973,1,14.054813375111907,49390.85966012629,8,0.5161611054727535,2,0,1,1,PM-KISAN,Rajasthan,1,4,283787.34136499866,0.08702074659463895,2,202756,1,1,0,1,0,1,0,4,HIGH RISK
8984,36,975710.1025557773,1,14.394257814279284,36825.07847250876,13,0.845521466940875,1,1,0,1,Scholarship,Rajasthan,4,4,487855.05127788865,0.03774178481319846,2,103968,1,1,0,1,1,0,1,5,HIGH RISK
9115,101,300000.0,2,9.537567602257578,40077.97362950265,19,1.6015410212276198,1,1,1,1,MGNREGS,Rajasthan,0,4,100000.0,0.13359280012234176,3,184857,0,1,1,1,1,1,1,6,HIGH RISK
9428,28,656004.1935677289,1,13.286521027327165,38712.438578978006,7,1.187540413563566,2,1,0,1,Ration Card,Rajasthan,3,4,328002.0967838644,0.059012396484908566,2,105930,1,1,0,1,0,0,1,4,HIGH RISK
9043,113,430658.8498125498,2,18.185251507447212,50554.741236874535,18,0.5823207086908355,0,0,0,1,PM-KISAN,Bihar,1,0,143552.9499375166,0.1173890281596465,2,202772,0,1,1,1,1,0,0,4,HIGH RISK
9622,57,415664.4136224202,2,22.05126602475994,42217.67179297574,8,0.9564050961717725,1,1,0,1,MGNREGS,Gujarat,0,1,138554.80454080674,0.1015664772901341,2,107096,0,1,0,1,1,0,1,4,HIGH RISK
9727,112,591934.1835248022,1,17.006226200240228,37163.96367363683,9,1.2313490221773127,0,1,0,1,PMAY,MP,2,2,295967.0917624011,0.0627838396973402,3,178610,1,1,1,1,1,0,1,6,HIGH RISK
8814,16,733108.6046445908,2,15.918364596923151,37498.60873015716,16,1.8329067583616767,0,1,0,1,PM-KISAN,Tamil Nadu,1,5,244369.53488153024,0.05115007154808232,2,133748,1,1,0,1,1,0,1,5,HIGH RISK
9003,7,918587.8936471615,1,24.021813826371876,47408.131855541345,5,0.4005251396266072,0,1,1,1,PM-KISAN,UP,1,6,459293.9468235808,0.05160973770030279,2,163492,1,0,0,1,1,1,1,5,HIGH RISK
9219,108,611439.8373051592,1,13.030766073414854,56758.12812613087,11,0.6050149338659871,2,0,1,1,Scholarship,MP,4,2,305719.9186525796,0.0928268520242849,2,202802,1,1,1,1,0,1,0,5,HIGH RISK
9517,40,744036.9336694852,2,6.64960175892103,39762.62904267548,8,0.9948864137769782,2,1,1,1,Scholarship,MP,4,2,248012.31122316173,0.0534416690914831,3,147073,1,1,0,1,0,1,1,5,HIGH RISK
9121,34,474728.3722627644,1,16.40178312644697,53097.05418241171,19,1.7011110433810843,1,1,0,1,MGNREGS,Bihar,0,0,237364.1861313822,0.1118469959617799,2,154836,0,1,0,1,1,0,1,4,HIGH RISK
9747,81,620159.6840923708,2,16.99777584445883,53101.25956857661,7,1.3245934360467324,1,1,1,1,MGNREGS,Rajasthan,0,4,206719.89469745694,0.08562500160146778,3,140377,1,1,0,1,1,1,1,6,HIGH RISK
9963,103,458180.538280709,1,6.1318824840499015,49918.1017994814,9,1.9833371157129112,2,1,0,1,PM-KISAN,Maharashtra,1,3,229090.2691403545,0.10894830461042852,2,133470,0,1,1,1,0,0,1,4,HIGH RISK
9248,85,539250.9357986312,1,16.431803695387973,49086.33282131367,12,1.8868335003389918,0,1,0,1,Ration Card,Maharashtra,3,3,269625.4678993156,0.09102671601654409,2,150247,1,1,0,1,1,0,1,5,HIGH RISK
9607,58,616970.3269744127,2,8.81162547787147,47281.16580547032,10,0.41450241498093243,1,1,1,1,Scholarship,Bihar,4,0,205656.77565813754,0.07663430006923351,3,179537,1,1,0,1,1,1,1,6,HIGH RISK
9176,32,650381.8696861103,1,15.018666851643655,40987.94489349155,10,0.5369037294528998,2,1,1,1,PM-KISAN,MP,1,2,325190.93484305515,0.0630212553311456,3,197897,1,1,0,1,0,1,1,5,HIGH RISK
9014,56,523120.00424376543,2,24.1120360011399,55998.54545942723,14,0.8124820887622888,1,1,1,1,Scholarship,Gujarat,4,1,174373.33474792182,0.1070470216358066,3,180520,1,1,0,1,1,1,1,6,HIGH RISK
9629,107,836547.8549123958,2,18.064062896312027,49195.96438259377,13,1.0412837166589322,1,1,1,1,Scholarship,Bihar,4,0,278849.2849707986,0.05880823826809926,3,166547,1,1,1,1,1,1,1,7,HIGH RISK
8994,4,371089.05020813836,2,23.447818266481484,32242.763245732604,18,1.6099704396594312,1,1,0,1,PMAY,MP,2,2,123696.35006937945,0.08688662826623393,3,133622,0,1,1,1,1,0,1,5,HIGH RISK
9067,82,694067.4205198083,1,11.294868290485727,45831.24393379352,5,0.9644059462737329,0,1,1,1,PM-KISAN,Maharashtra,1,3,347033.71025990415,0.0660327463097502,2,131172,1,0,0,1,1,1,1,5,HIGH RISK
9478,13,408527.894276533,2,15.566562787359278,41229.82567168238,16,0.27889084807756226,0,0,1,1,PM-KISAN,MP,1,2,136175.96475884432,0.10092266728084583,2,202944,0,1,0,1,1,1,0,4,HIGH RISK
9714,54,612917.5359255866,2,5.0,56232.25860964881,9,1.2457145698583025,1,0,0,1,PM-KISAN,UP,1,6,204305.84530852886,0.09174507754889612,1,202962,1,1,0,1,1,0,0,4,HIGH RISK
9471,37,729284.234952177,2,16.611132006753238,57222.56509796384,8,0.7949022309159426,1,1,0,1,PM-KISAN,Bihar,1,0,243094.744984059,0.07846390185277262,2,143620,1,1,0,1,1,0,1,5,HIGH RISK
9357,109,374345.33295930736,2,18.767296559574596,25200.536890532436,13,1.14145088114269,1,1,0,1,PM-KISAN,Tamil Nadu,1,5,124781.77765310246,0.06731877588145578,2,115566,0,1,1,0,1,0,1,4,HIGH RISK
9544,51,516404.1959856594,1,14.608885512257391,41412.04509690664,12,1.295937361175914,1,1,1,1,PM-KISAN,Rajasthan,1,4,258202.0979928297,0.08019292876761963,3,136446,1,1,0,1,1,1,1,6,HIGH RISK
9070,86,500931.7290272004,2,9.850174205956051,48091.03628674566,18,1.2389244521748168,2,1,0,1,PM-KISAN,Maharashtra,1,3,166977.2430090668,0.09600298303554117,2,161514,1,1,0,1,0,0,1,4,HIGH RISK
9643,89,656975.6838830647,2,8.357590088115758,44924.238530349074,8,0.5019947910730755,2,1,0,1,MGNREGS,Maharashtra,0,3,218991.89462768822,0.06838026315458273,2,135349,1,1,0,1,0,0,1,4,HIGH RISK
9339,103,481288.5762094641,1,12.536990426375443,52350.50520594002,16,0.39511194483520007,0,0,1,1,Ration Card,Rajasthan,3,4,240644.28810473206,0.10877132560867334,2,203027,0,1,1,1,1,1,0,5,HIGH RISK
9161,9,755413.3849593711,1,6.8466044835146995,35870.309713485694,17,1.3394315790705256,1,1,0,1,MGNREGS,Gujarat,0,1,377706.69247968553,0.04748428204132614,2,111505,1,1,0,1,1,0,1,5,HIGH RISK
9997,105,986458.6292411254,1,14.901594512161486,62298.53736664097,14,0.0076680606268826335,0,1,0,1,MGNREGS,Rajasthan,0,4,493229.3146205627,0.06315366135618411,2,121485,1,1,1,1,1,0,1,6,HIGH RISK
8967,103,524927.3223228147,2,14.050668650064598,55823.531395719685,14,1.149503529354489,1,1,0,1,Scholarship,MP,4,2,174975.7741076049,0.10634505516619835,2,120669,1,1,1,1,1,0,1,6,HIGH RISK
8810,118,813151.9703812923,1,20.474410122558147,61530.515828735704,19,0.558690530821025,2,1,1,1,PMAY,Gujarat,2,1,406575.98519064614,0.07566905375735598,4,181916,1,1,1,1,0,1,1,6,HIGH RISK
9926,24,446494.8259542835,1,18.17671030290232,55999.34941237032,16,0.8092506604426901,0,1,0,1,PM-KISAN,Tamil Nadu,1,5,223247.41297714174,0.1254196481964516,2,192004,0,1,0,1,1,0,1,4,HIGH RISK
8846,30,548789.8397562896,2,22.63724610547408,64520.54433498718,18,0.9048793859354998,0,1,0,1,Ration Card,Tamil Nadu,3,5,182929.94658542986,0.11756855191613595,2,124213,1,1,0,1,1,0,1,5,HIGH RISK
9180,118,546254.767366,1,8.749064747338586,46641.014701853186,10,0.6104942507603717,1,0,0,1,Ration Card,MP,3,2,273127.383683,0.08538310712352254,2,203077,1,1,1,1,1,0,0,5,HIGH RISK
9196,115,398339.0114468995,1,15.891156597214332,47887.62295665632,11,0.818378424599667,1,0,1,1,PM-KISAN,MP,1,2,199169.50572344975,0.12021795847902152,3,203079,0,1,1,1,1,1,0,5,HIGH RISK
9957,78,636006.1266983731,2,9.818665752321637,50737.02856722321,17,0.5601568869592934,1,1,1,1,Ration Card,UP,3,6,212002.04223279105,0.07977430823866426,3,117770,1,1,0,1,1,1,1,6,HIGH RISK
9251,12,700794.2507637404,2,13.443377238503173,55390.36460435794,13,1.0767823349043708,1,0,1,1,Scholarship,Tamil Nadu,4,5,233598.08358791345,0.07903929791760494,2,203113,1,1,0,1,1,1,0,5,HIGH RISK
9738,68,634172.0057977817,1,11.01563970903821,49593.970679048514,18,0.8541941463614475,0,1,1,1,Scholarship,MP,4,2,317086.0028988909,0.07820258860854526,3,175977,1,1,0,1,1,1,1,6,HIGH RISK
9004,48,591485.9322841871,1,18.508346086811002,44468.65264857173,9,0.9823204972194508,1,1,1,1,PM-KISAN,Rajasthan,1,4,295742.96614209353,0.07518112441950997,3,163682,1,1,0,1,1,1,1,6,HIGH RISK
8993,48,396634.383342122,2,15.567477274469,38552.07897458533,5,1.1258577077552483,1,1,1,1,Scholarship,Gujarat,4,1,132211.46111404066,0.09719778061588578,2,125436,0,0,0,1,1,1,1,4,HIGH RISK
9111,101,666589.5851092483,2,17.16167542719756,50801.08696555234,18,1.223585243971044,0,1,1,1,PM-KISAN,MP,1,2,222196.52836974943,0.07621032774896827,3,188504,1,1,1,1,1,1,1,7,HIGH RISK
9142,82,540875.404862824,2,22.59309992738922,51591.93353417068,14,1.3833512871839821,0,0,1,1,MGNREGS,Bihar,0,0,180291.80162094135,0.09538580916143925,2,203129,1,1,0,1,1,1,0,5,HIGH RISK
9178,67,616282.5629905757,2,13.856681801780773,37966.69917508197,8,1.099916830396737,2,0,1,1,PM-KISAN,Rajasthan,1,4,205427.52099685857,0.06160589289586905,2,203134,1,1,0,1,0,1,0,4,HIGH RISK
9781,41,847984.0594114145,2,15.399217237223324,36835.05889475657,14,0.3649841470125672,1,0,1,1,Scholarship,Gujarat,4,1,282661.3531371382,0.043438334774817546,2,203140,1,1,0,1,1,1,0,5,HIGH RISK
9935,21,590106.0101450691,1,9.008727286208195,39961.16043745949,19,1.8789675662137817,1,1,0,1,PM-KISAN,Rajasthan,1,4,295053.00507253455,0.06771849808670402,2,139091,1,1,0,1,1,0,1,5,HIGH RISK
9637,58,728179.9938317153,2,17.5761038923485,62394.82770836739,8,1.7599864816224327,0,1,0,1,Ration Card,UP,3,6,242726.66461057178,0.08568587787500948,2,174791,1,1,0,1,1,0,1,5,HIGH RISK
9721,45,300000.0,1,10.410712776672018,66218.97591642731,18,0.030866498093681916,2,1,1,1,Scholarship,Rajasthan,4,4,150000.0,0.22072918395747784,3,123369,0,1,0,1,0,1,1,4,HIGH RISK
9163,14,489440.13058118796,1,20.56497398016741,58276.434255885695,13,1.616384284121824,2,1,1,1,PM-KISAN,Rajasthan,1,4,244720.06529059398,0.11906730067145198,3,175459,0,1,0,1,0,1,1,4,HIGH RISK
9661,4,626490.2929456353,2,15.802599399016765,38895.779132690506,8,1.1249014369741768,1,1,1,1,PM-KISAN,Gujarat,1,1,208830.09764854508,0.062085107280279064,4,187520,1,1,1,1,1,1,1,7,HIGH RISK
9742,103,770183.2458771784,2,21.27099763256736,44473.70548380603,7,0.9429322930733057,0,1,1,1,Ration Card,Tamil Nadu,3,5,256727.74862572612,0.05774424200686425,3,105035,1,1,1,1,1,1,1,7,HIGH RISK
8808,18,657152.5253072733,1,13.674038766406555,44086.11754039306,14,0.33661081228591305,2,0,1,1,MGNREGS,Bihar,0,0,328576.26265363663,0.06708648107727821,2,203187,1,1,0,1,0,1,0,4,HIGH RISK
9703,109,343143.0197062793,1,15.02945140974118,25296.40404125676,9,1.6770907304010074,2,1,1,1,Scholarship,MP,4,2,171571.50985313964,0.07371949557188757,3,165589,0,1,1,0,0,1,1,4,HIGH RISK
9904,15,876680.539864751,2,9.595336150016045,60363.16600072924,17,0.35519497848294,1,1,0,1,MGNREGS,Maharashtra,0,3,292226.8466215837,0.06885415428051751,2,178617,1,1,0,1,1,0,1,5,HIGH RISK
9243,36,499781.3259080942,1,22.098059041846774,47186.09557477867,10,1.3338560826152226,0,1,1,1,PM-KISAN,Maharashtra,1,3,249890.6629540471,0.09441329380554327,3,177047,0,1,0,1,1,1,1,5,HIGH RISK
9911,84,517293.2065509139,2,10.813857135720141,34871.38176799126,9,0.2101349752943582,2,1,0,1,PM-KISAN,Tamil Nadu,1,5,172431.06885030464,0.06741111987411963,2,198090,1,1,0,1,0,0,1,4,HIGH RISK
9066,9,668651.8715967556,1,18.0160194577277,55241.350754115934,19,1.3922696197095674,2,1,1,1,Ration Card,Gujarat,3,1,334325.9357983778,0.08261588800508485,3,195991,1,1,0,1,0,1,1,5,HIGH RISK
9928,100,620840.7228863141,1,9.94236680904377,49157.48633464497,6,0.1251261976942939,1,1,0,1,PM-KISAN,Rajasthan,1,4,310420.3614431571,0.07917877378812455,1,179906,1,0,0,1,1,0,1,4,HIGH RISK
9028,117,338766.8361821387,2,12.548666630125146,57000.397347225284,6,1.5553570014940454,0,1,0,1,MGNREGS,Bihar,0,0,112922.27872737957,0.16825799636001745,2,107538,0,0,1,1,1,0,1,4,HIGH RISK
9505,102,823359.1789677961,2,22.153563537095508,39431.9810887583,17,1.3331372542162143,0,1,1,1,PM-KISAN,UP,1,6,274453.05965593207,0.04789153288684926,3,179469,1,1,1,1,1,1,1,7,HIGH RISK
8819,97,649194.1456056113,2,12.12137724715598,32456.322934196272,12,1.317394044107118,2,1,0,1,MGNREGS,Rajasthan,0,4,216398.04853520376,0.04999470984016511,2,142584,1,1,0,1,0,0,1,4,HIGH RISK
9574,17,621097.1705258724,1,22.708743706609397,33497.892930227266,9,0.5273911313792157,0,1,1,1,MGNREGS,Tamil Nadu,0,5,310548.5852629362,0.053933330542360505,3,156827,1,1,0,1,1,1,1,6,HIGH RISK
9535,94,488862.7307399188,2,18.9058193025932,48625.840540680685,7,1.4618015175601977,0,1,0,1,MGNREGS,Gujarat,0,1,162954.24357997294,0.09946706512075079,2,195152,0,1,0,1,1,0,1,4,HIGH RISK
9245,77,725884.2035720084,2,20.609143308784954,48501.828991228605,9,0.9513946480713158,2,1,1,1,PM-KISAN,Maharashtra,1,3,241961.40119066948,0.066817492287425,3,170756,1,1,0,1,0,1,1,5,HIGH RISK
9633,93,618356.7924631777,1,15.8498377597745,45827.86767393818,17,0.8701823992571756,1,1,1,1,PM-KISAN,Bihar,1,0,309178.39623158885,0.07411221825375017,3,122725,1,1,0,1,1,1,1,6,HIGH RISK
9236,91,518929.348735309,2,14.00211065603971,53256.88529320381,9,0.1868234659983623,1,0,0,1,PM-KISAN,Maharashtra,1,3,172976.44957843632,0.10262819552372832,1,203291,1,1,0,1,1,0,0,4,HIGH RISK
9755,82,405042.0904344423,1,12.379994576901407,41655.392080011006,19,1.349202587522268,1,1,1,1,Ration Card,Maharashtra,3,3,202521.04521722114,0.10284187797237115,3,182432,0,1,0,1,1,1,1,5,HIGH RISK
9402,4,444580.1441643805,2,14.152349910641002,39870.04142912851,19,1.6174951001889246,1,1,1,1,Ration Card,Rajasthan,3,4,148193.38138812684,0.08968000994299224,4,188802,0,1,1,1,1,1,1,6,HIGH RISK
9235,74,476506.8158059984,2,11.243181270498663,48006.53286022178,18,1.364346133726858,1,1,1,1,Ration Card,Gujarat,3,1,158835.60526866614,0.10074658015634055,3,190891,0,1,0,1,1,1,1,5,HIGH RISK
9423,42,1009227.8782291377,2,22.008338949324912,20000.0,11,0.8753760603351366,1,1,1,1,Scholarship,Maharashtra,4,3,336409.2927430459,0.0198171103021679,3,154809,1,1,0,0,1,1,1,5,HIGH RISK
9395,112,742482.5332418967,2,13.342474485856883,51496.30218546406,18,1.3252825823835024,2,1,1,1,PM-KISAN,Gujarat,1,1,247494.17774729888,0.06935682729637975,4,175298,1,1,1,1,0,1,1,6,HIGH RISK
9598,61,300000.0,2,5.0,61371.87597629975,18,0.39598020376384957,2,1,1,1,MGNREGS,Gujarat,0,1,100000.0,0.20457223801353913,3,122525,0,1,0,1,0,1,1,4,HIGH RISK
9566,105,459779.7236241116,1,13.295637006308214,36707.46334008069,7,1.8274484523477563,2,1,1,1,Ration Card,Rajasthan,3,4,229889.8618120558,0.0798368906176468,3,117472,0,1,1,1,0,1,1,5,HIGH RISK
9889,24,415173.44899307936,2,5.871950438930401,44748.433409568686,17,0.765538256316358,0,0,1,1,PM-KISAN,Rajasthan,1,4,138391.14966435978,0.10778224314645772,2,203382,0,1,0,1,1,1,0,4,HIGH RISK
9507,40,551866.7318325232,1,16.465736953652918,45800.14657981281,14,1.80540570011157,1,1,1,1,PMAY,Gujarat,2,1,275933.3659162616,0.08299116606750964,3,180064,1,1,0,1,1,1,1,6,HIGH RISK
9828,98,530435.7604461752,2,11.044214841974853,43828.958376652285,8,0.6334657932618355,1,1,0,1,Scholarship,Maharashtra,4,3,176811.92014872507,0.08262805605664603,2,165761,1,1,0,1,1,0,1,5,HIGH RISK
9915,9,591996.9228212881,1,14.709357603467035,37174.33140568481,16,0.9796062580359703,2,0,1,1,MGNREGS,Gujarat,0,1,295998.46141064406,0.06279469905658262,2,203407,1,1,0,1,0,1,0,4,HIGH RISK
9524,102,676940.334112395,1,8.911269908772399,43809.54284333755,7,1.218807535702593,1,1,0,1,Scholarship,Tamil Nadu,4,5,338470.1670561975,0.06471689736715604,2,145542,1,1,1,1,1,0,1,6,HIGH RISK
9844,106,318057.8355354404,1,15.526242285479004,42838.26841314081,15,1.7244405485646672,1,0,1,1,PM-KISAN,Tamil Nadu,1,5,159028.9177677202,0.1346866165218273,2,203423,0,1,1,1,1,1,0,5,HIGH RISK
9619,72,507841.7381670787,1,13.183033090778148,41633.16760639883,18,1.4738833886246148,1,1,1,1,PM-KISAN,Rajasthan,1,4,253920.86908353935,0.08198043307001397,3,198003,1,1,0,1,1,1,1,6,HIGH RISK
9435,5,595537.7789561343,2,6.9158861634149,31855.744762008282,9,0.8778833351035857,0,1,0,1,MGNREGS,Rajasthan,0,4,198512.5929853781,0.0534906304805966,2,194182,1,1,0,1,1,0,1,5,HIGH RISK
8856,78,713011.3554461312,1,8.9258490670617,53913.611182405446,18,1.3371692846260517,2,0,1,1,PM-KISAN,Tamil Nadu,1,5,356505.6777230656,0.07561385265010134,2,203442,1,1,0,1,0,1,0,4,HIGH RISK
9287,52,300000.0,1,15.200095445404395,44171.46999445168,14,1.0053675253700283,2,1,1,1,MGNREGS,Gujarat,0,1,150000.0,0.14723774252236388,3,148768,0,1,0,1,0,1,1,4,HIGH RISK
9076,62,964719.1608966426,2,8.622815743518917,58567.69599991958,7,1.0097904622130505,2,1,0,1,MGNREGS,Maharashtra,0,3,321573.0536322142,0.06070951802798943,2,182327,1,1,0,1,0,0,1,4,HIGH RISK
9371,56,397941.98374904017,2,15.991046586410345,54005.67850251525,10,0.7680633673229798,1,1,0,1,PMAY,Gujarat,2,1,132647.32791634672,0.1357121012505991,2,110469,0,1,0,1,1,0,1,4,HIGH RISK
9554,67,521809.349641017,2,14.739337107491036,50264.91353620847,18,1.226517694992727,0,1,1,1,PM-KISAN,UP,1,6,173936.449880339,0.09632793517949302,3,154939,1,1,0,1,1,1,1,6,HIGH RISK
9913,110,351864.93925502896,1,23.308854308395485,33290.7692595465,6,1.2223022179644325,1,1,1,1,PMAY,Gujarat,2,1,175932.46962751448,0.09461208245967132,2,180409,0,0,1,1,1,1,1,5,HIGH RISK
9533,30,473099.05751850887,2,17.48851117573689,46702.10113143135,12,0.14205970186025918,2,1,1,1,PMAY,Maharashtra,2,3,157699.68583950296,0.0987150611995101,3,179933,0,1,0,1,0,1,1,4,HIGH RISK
8855,41,573193.0333871074,1,15.439650840750323,38415.16459818127,12,0.4893811878757044,2,1,0,1,Ration Card,Tamil Nadu,3,5,286596.5166935537,0.06701947745544228,2,196511,1,1,0,1,0,0,1,4,HIGH RISK
8877,9,621818.8222965844,1,13.379292261523096,57257.091270200806,14,1.3248517768809114,0,1,1,1,MGNREGS,UP,0,6,310909.4111482922,0.09207987461501566,3,131958,1,1,0,1,1,1,1,6,HIGH RISK
9167,71,963770.3338487276,1,7.182076352266997,36659.75495825828,9,0.12563749170813532,2,1,0,1,Scholarship,Maharashtra,4,3,481885.1669243638,0.03803781423116321,2,138467,1,1,0,1,0,0,1,4,HIGH RISK
9843,94,820266.3453894187,2,17.821639989081948,29872.024566367014,6,1.7609865985836233,1,1,1,1,MGNREGS,UP,0,6,273422.1151298062,0.03641742504352089,2,166644,1,0,0,0,1,1,1,4,HIGH RISK
9922,109,736670.5720286544,2,18.23731567007145,40020.62608668659,10,1.329166218408498,0,1,1,1,MGNREGS,Rajasthan,0,4,245556.8573428848,0.05432627999540873,3,126904,1,1,1,1,1,1,1,7,HIGH RISK
8958,11,906328.7127356614,2,11.507582213179708,40643.67524214457,6,0.4623092192351044,1,1,0,1,Scholarship,Rajasthan,4,4,302109.57091188716,0.04484424892070005,1,144988,1,0,0,1,1,0,1,4,HIGH RISK
9599,109,621509.5038847002,2,5.0,59824.39877198629,17,1.591306152614614,0,1,1,1,PM-KISAN,Bihar,1,0,207169.83462823342,0.0962564564847397,3,150855,1,1,1,1,1,1,1,7,HIGH RISK
8930,50,655888.8523159387,1,7.481819359710709,45194.540387307825,7,0.08572382680453616,1,1,1,1,Scholarship,Bihar,4,0,327944.42615796934,0.06890568626382385,3,167709,1,1,0,1,1,1,1,6,HIGH RISK
9735,41,762623.6201411744,1,17.3760529435288,55978.96311452459,17,1.3179661610535798,2,0,1,1,Scholarship,Maharashtra,4,3,381311.8100705872,0.07340303687568067,2,203559,1,1,0,1,0,1,0,4,HIGH RISK
9682,26,593440.5992497888,1,12.214120081177072,34299.96663817245,6,0.9613091254666506,1,0,1,1,MGNREGS,MP,0,2,296720.2996248944,0.0577983860274262,1,203563,1,0,0,1,1,1,0,4,HIGH RISK
9672,13,513969.5635286063,2,16.36874438891435,44200.15477038461,14,0.9114287144214381,1,1,1,1,PMAY,Tamil Nadu,2,5,171323.18784286876,0.08599744403051701,3,124712,1,1,0,1,1,1,1,6,HIGH RISK
9472,24,747861.6746194875,1,14.648355627093766,49969.01524252225,12,1.7503826976845986,1,1,0,1,PM-KISAN,Gujarat,1,1,373930.83730974374,0.06681576302487148,2,161053,1,1,0,1,1,0,1,5,HIGH RISK
9694,110,750406.6728880912,1,25.074847228962472,41530.671292406456,7,1.3087538158991716,1,1,1,1,PMAY,Gujarat,2,1,375203.3364440456,0.05534414531313028,3,170786,1,1,1,1,1,1,1,7,HIGH RISK
8864,98,567607.3737562137,2,9.412670297209996,56357.40621653803,18,1.1540220038538618,0,0,1,1,Scholarship,UP,4,6,189202.4579187379,0.09928924382067589,2,203586,1,1,0,1,1,1,0,5,HIGH RISK
9905,4,446638.0258790557,1,23.467212440891416,39932.83056515712,5,1.6570443404135138,2,1,1,1,PMAY,UP,2,6,223319.01293952786,0.08940739221469293,3,117360,0,0,1,1,0,1,1,4,HIGH RISK
8996,51,745974.6382694122,1,19.289929358989383,46065.38135358194,17,0.8899487352364341,2,1,0,1,PMAY,Bihar,2,0,372987.3191347061,0.061751857554556276,2,147194,1,1,0,1,0,0,1,4,HIGH RISK
9571,75,503501.93754069373,2,15.647169002600531,49217.38371471717,19,0.8466100678930211,2,1,1,1,Ration Card,Maharashtra,3,3,167833.97918023125,0.09774994353580978,3,146448,1,1,0,1,0,1,1,5,HIGH RISK
9961,48,433765.00336398836,1,10.600913476347475,47305.9037777394,11,1.318164630236813,0,1,1,1,MGNREGS,Maharashtra,0,3,216882.50168199418,0.10905857861350961,3,175667,0,1,0,1,1,1,1,5,HIGH RISK
9617,62,300000.0,2,15.372469932242396,56094.74825979238,12,1.0989203758143335,0,1,1,1,Ration Card,Maharashtra,3,3,100000.0,0.18698187092640484,3,127015,0,1,0,1,1,1,1,5,HIGH RISK
9372,4,752400.9751946037,2,8.59804916701868,48125.40518037801,11,0.2554830283679199,2,0,1,1,MGNREGS,Gujarat,0,1,250800.32506486788,0.06396235890785733,3,203656,1,1,1,1,0,1,0,5,HIGH RISK
9129,2,314658.42834674305,2,16.000188795863604,30979.267925223678,19,0.7589216844737094,0,1,1,1,Ration Card,Rajasthan,3,4,104886.14278224768,0.09845332805691641,4,160339,0,1,1,1,1,1,1,6,HIGH RISK
9011,104,347738.9474880635,2,11.466255598122999,36703.001277243646,8,1.3116547337652482,1,1,1,1,Scholarship,Bihar,4,0,115912.98249602116,0.10554726755545828,3,107817,0,1,1,1,1,1,1,6,HIGH RISK
8987,2,889134.2613120056,1,14.926701485128572,46302.25664135034,18,0.3635424872482831,1,1,0,1,PMAY,Gujarat,2,1,444567.1306560028,0.05207560497941208,3,143150,1,1,1,1,1,0,1,6,HIGH RISK
8992,60,603508.3902422886,2,6.685632237946383,39969.24315640251,11,1.6291664598277726,2,1,1,1,PM-KISAN,UP,1,6,201169.4634140962,0.06622803854030541,3,143657,1,1,0,1,0,1,1,5,HIGH RISK
8897,50,629587.892993841,1,11.511672439926631,41897.640015286364,9,1.5532983564882736,2,0,1,1,Scholarship,Maharashtra,4,3,314793.9464969205,0.06654761620087259,2,203727,1,1,0,1,0,1,0,4,HIGH RISK
9678,102,474186.9676233953,2,13.533352564634844,47475.91628506031,11,0.9014757567282756,0,1,0,1,Scholarship,UP,4,6,158062.32254113178,0.10012045755400976,2,188762,0,1,1,1,1,0,1,5,HIGH RISK
9261,103,493142.6698578834,1,18.10899859654874,55996.40358344483,15,1.3045012268779075,1,1,0,1,PM-KISAN,UP,1,6,246571.3349289417,0.11354987807018216,2,123313,0,1,1,1,1,0,1,5,HIGH RISK
9214,80,808360.9401376556,2,19.435107889538823,49981.87044509986,16,1.535856239433324,0,1,0,1,Ration Card,UP,3,6,269453.6467125519,0.06183105359535912,2,169770,1,1,0,1,1,0,1,5,HIGH RISK
9062,119,456604.7249978805,1,14.711052571313672,62461.880396962326,11,1.441744303200727,2,1,1,1,Scholarship,Bihar,4,0,228302.36249894026,0.13679609557513162,4,156349,0,1,1,1,0,1,1,5,HIGH RISK
